item_id,version,status,blueprint_version,major_category,subcategory,difficulty,tags_anatomy_region,tags_physics_concept,tags_positioning_theme,tags_clinical_concept,tags_imaging_system,stem,option_a,option_b,option_c,option_d,correct_option,explanation,author,last_updated,question_type,correct_options,image_path
HSP-13,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,mandible,,,,general radiography,Axiolateral oblique mandible demonstrates:,Ramus,Body,TMJ,Zygoma,B,Axiolateral oblique can demonstrate mandibular body (depending on positioning).,chatgpt,2026-02-28,single,B,
PC-20,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,TB isolation,general radiography,A patient with active tuberculosis requires which isolation precaution?,Contact,Droplet,Airborne,Standard only,C,Tuberculosis requires airborne precautions due to aerosolized transmission.,chatgpt,2026-02-28,single,C,
PC-21,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,nonionic contrast,general radiography,"Compared with ionic contrast agents, nonionic contrast media are generally associated with:",Higher osmolality,Greater toxicity,Fewer adverse reactions,Increased viscosity only,C,Nonionic contrast has lower osmolality and fewer adverse reactions.,chatgpt,2026-02-28,single,C,
PC-22,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,dementia communication,general radiography,"When explaining a procedure to a patient with mild dementia, the most effective strategy is to:",Provide lengthy technical explanation,"Use short, simple instructions",Avoid eye contact,Speak only to family,B,"Simple, clear instructions improve comprehension.",chatgpt,2026-02-28,single,B,
PC-23,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,respondeat superior,general radiography,The doctrine of respondeat superior means the:,Patient is responsible for consent,Employer may be liable for employee actions,Radiographer is immune from liability,Physician assumes all legal risk,B,Employers may be held responsible for actions of employees.,chatgpt,2026-02-28,single,B,
PC-24,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,seizure,general radiography,"During a seizure in the imaging room, the radiographer should first:",Restrain patient limbs tightly,Insert tongue blade,Protect patient from injury,Continue exposure,C,Protect patient from injury; do not restrain forcefully or insert objects into mouth.,chatgpt,2026-02-28,single,C,
PC-25,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,2,,,,patient transfer,general radiography,A Hoyer lift is primarily used to:,Reduce scatter radiation,Transfer non-ambulatory patients safely,Immobilize extremities,Support IV lines,B,Mechanical lifts reduce staff injury risk during transfers.,chatgpt,2026-02-28,single,B,
RPR-14,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,air kerma,,,general radiography,Air kerma measures:,Absorbed dose in tissue,Energy transferred to air,Effective dose,Dose equivalent,B,Air kerma refers to kinetic energy released per unit mass in air.,chatgpt,2026-02-28,single,B,
RPR-15,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,effective dose,,,general radiography,Effective dose accounts for:,Tissue weighting factors,Beam quality only,Filtration thickness,HVL only,A,Effective dose accounts for varying tissue sensitivities (tissue weighting).,chatgpt,2026-02-28,single,A,
RPR-16,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,oxygen effect,,,general radiography,Cells are more radiosensitive in the presence of:,Hypoxia,Oxygen,Low LET radiation,Filtration,B,Oxygen enhances radiation damage and radiosensitivity.,chatgpt,2026-02-28,single,B,
RP-14,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,filtration,,,general radiography,Added filtration primarily removes:,High-energy photons,Low-energy photons,Scatter radiation,Compton interactions,B,Filtration removes low-energy photons that contribute to skin dose.,chatgpt,2026-02-28,single,B,
RP-15,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,,,high level control,general radiography,High-level control fluoroscopy results in:,Lower dose rate,Increased dose rate,Reduced image brightness,Lower kVp,B,"High-level control increases output for difficult imaging, increasing dose rate.",chatgpt,2026-02-28,single,B,
RP-16,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,,,dose limits,general radiography,Annual occupational effective dose limit for radiation workers is approximately:,5 mSv,10 mSv,50 mSv,100 mSv,C,The annual occupational effective dose limit is 50 mSv (5 rem).,chatgpt,2026-02-28,single,C,
RP-17,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,,,collimation,general radiography,Reducing field size will:,Increase scatter,Decrease scatter,Increase beam quality,Increase HVL,B,Smaller field size reduces scatter production.,chatgpt,2026-02-28,single,B,
RPR-17,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,photoelectric,,,general radiography,Photoelectric interactions are more likely with:,High kVp,Low atomic number tissue,Low kVp and high Z,Large SID,C,Photoelectric probability increases with lower kVp and higher atomic number materials.,chatgpt,2026-02-28,single,C,
IA-18,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,matrix,,,general radiography,Increasing matrix size while maintaining field of view will:,Increase pixel size,Decrease spatial resolution,Increase spatial resolution,Increase distortion,C,More pixels per area improves spatial resolution.,chatgpt,2026-02-28,single,C,
IA-19,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,quantum mottle,,,general radiography,Quantum mottle is primarily caused by:,Excessive kVp,Insufficient photon quantity,Improper collimation,Grid misalignment,B,Low photon counts increase quantum noise.,chatgpt,2026-02-28,single,B,
IA-20,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,DEL,,,general radiography,Smaller detector elements result in:,Higher DQE,Improved spatial resolution,Increased distortion,Lower resolution,B,Smaller detector elements improve spatial resolution.,chatgpt,2026-02-28,single,B,
IA-21,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,exposure indicator,,,general radiography,A high exposure indicator number in DR typically suggests:,Underexposure,Overexposure,Correct exposure,Grid cutoff,B,Higher exposure indicators generally correspond to higher detector exposure (vendor-dependent).,chatgpt,2026-02-28,single,B,
IA-22,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,contrast resolution,,,general radiography,Contrast resolution refers to the ability to:,Visualize small objects,Differentiate subtle density differences,Increase brightness,Reduce magnification,B,Contrast resolution differentiates subtle tissue density differences.,chatgpt,2026-02-28,single,B,
IA-23,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,SID,,,general radiography,Increasing SID requires what adjustment to maintain receptor exposure?,Increase kVp,Increase mAs,Decrease mAs,Reduce grid ratio,B,Increasing distance reduces intensity; increase mAs to maintain exposure.,chatgpt,2026-02-28,single,B,
IA-24,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,comp filter,,,general radiography,A wedge filter is used primarily to:,Reduce patient dose overall,Equalize exposure in uneven anatomy,Increase contrast,Improve spatial resolution,B,Compensating filters equalize receptor exposure for uneven body parts.,chatgpt,2026-02-28,single,B,
IA-25,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,histogram,,,general radiography,Incorrect histogram analysis in CR most often results in:,Grid cutoff,Improper image brightness/contrast,Increased SID,Reduced noise,B,Histogram errors cause processing mistakes affecting brightness/contrast.,chatgpt,2026-02-28,single,B,
HSP-14,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,cervical spine,,,,general radiography,The open-mouth odontoid view demonstrates:,C1 only,C2 body,Dens and lateral masses of C1,C7-T1 junction,C,Odontoid view visualizes dens and C1 lateral masses.,chatgpt,2026-02-28,single,C,
HSP-15,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,thoracic spine,,,,general radiography,Lateral thoracic spine often uses breathing technique to:,Increase contrast,Blur ribs and lung markings,Reduce dose,Increase kVp,B,Breathing blurs superimposed ribs and lung markings.,chatgpt,2026-02-28,single,B,
TA-08,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,abdomen,,,,general radiography,Supine abdomen CR is centered at:,Iliac crest,Xiphoid,ASIS,Greater trochanter,A,Iliac crest approximates L4-L5 for abdomen centering.,chatgpt,2026-02-28,single,A,
TA-09,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,sternum,,,,general radiography,Sternum is best demonstrated in:,LAO,RAO,AP,Lateral,B,RAO projects sternum over heart shadow.,chatgpt,2026-02-28,single,B,
EXT-08,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,shoulder,,,,general radiography,Scapular Y view is used to assess:,AC separation,Anterior/posterior dislocation,Glenoid erosion,Humeral fracture only,B,Scapular Y is used to evaluate shoulder dislocation.,chatgpt,2026-02-28,single,B,
EXT-09,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,knee,,,,general radiography,Merchant method demonstrates:,Intercondylar fossa,Patellofemoral joint,Tibial plateau,Fibular head,B,Merchant demonstrates patellofemoral joint.,chatgpt,2026-02-28,single,B,
EXT-10,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,foot,,,,general radiography,Medial oblique foot best demonstrates:,Cuboid and sinus tarsi,First metatarsal,Navicular only,Calcaneus only,A,Oblique foot demonstrates cuboid and sinus tarsi region.,chatgpt,2026-02-28,single,A,
HSP-16,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,lumbar spine,,,,general radiography,AP lumbar spine requires CR centered at:,L1,L3,L4,L5,B,AP lumbar spine typically centered at L3.,chatgpt,2026-02-28,single,B,
TA-10,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,ribs,,,,general radiography,"For right anterior ribs, patient should be positioned in:",RAO,LAO,RPO,LPO,B,Anterior ribs are demonstrated on side away from IR; LAO for right anterior ribs.,chatgpt,2026-02-28,single,B,
HSP-17,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,sinuses,,,,general radiography,Waters view best demonstrates:,Frontal sinuses,Maxillary sinuses,Ethmoid sinuses,Sphenoid sinuses,B,Waters best demonstrates maxillary sinuses.,chatgpt,2026-02-28,single,B,
PC-26,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,2,,,,sterile technique,general radiography,Sterile technique differs from medical asepsis because it:,Eliminates all microorganisms,Reduces most pathogens,Uses gloves only,Applies only in surgery,A,Sterile technique aims to eliminate all microorganisms in a sterile field.,chatgpt,2026-02-28,single,A,
PC-27,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,contrast dosing,general radiography,Contrast media dose based on patient weight is primarily used to:,Reduce allergic reactions,Optimize image quality and safety,Increase injection rate,Decrease viscosity,B,Weight-based dosing balances diagnostic efficacy with safety.,chatgpt,2026-02-28,single,B,
PC-28,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,2,,,,advance directives,general radiography,A living will primarily addresses:,Financial decisions,Imaging protocols,End-of-life care preferences,HIPAA violations,C,Living wills document end-of-life care preferences.,chatgpt,2026-02-28,single,C,
PC-29,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,2,,,,nonverbal communication,general radiography,Avoiding eye contact during patient interaction may be interpreted as:,Confidence,Professionalism,Disinterest or anxiety,Efficiency,C,Nonverbal cues affect patient trust and comfort.,chatgpt,2026-02-28,single,C,
PC-30,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,anaphylaxis,general radiography,Severe bronchospasm and hypotension following contrast injection indicate:,Mild reaction,Vasovagal episode,Anaphylactic reaction,Hyperglycemia,C,Airway compromise and hypotension indicate anaphylaxis.,chatgpt,2026-02-28,single,C,
PC-31,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,shock,general radiography,A sudden drop in blood pressure during a procedure may indicate:,Anxiety,Shock,Improved circulation,Normal response,B,Hypotension can indicate shock or severe reaction; treat as emergency.,chatgpt,2026-02-28,single,B,
RPR-18,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,LET,,,general radiography,High linear energy transfer (LET) radiation causes:,Sparse ionization,Dense ionization,Lower biologic effect,Reduced cell damage,B,"High LET deposits energy densely, producing more biologic damage.",chatgpt,2026-02-28,single,B,
RPR-19,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,2,,attenuation,,,general radiography,Increasing tissue thickness results in:,Decreased attenuation,Increased attenuation,No change,Increased kVp automatically,B,Thicker tissue attenuates more photons.,chatgpt,2026-02-28,single,B,
RP-18,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,,,grid and dose,general radiography,Using a grid generally requires:,Lower mAs,Increased mAs,Lower kVp,Reduced dose,B,Grids absorb some primary photons so mAs must increase.,chatgpt,2026-02-28,single,B,
RP-19,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,,,mobile distance,general radiography,"During mobile radiography, personnel should stand at least:",1 foot away,3 feet away,6 feet away,12 feet away,C,Distance reduces scatter exposure; 6 feet is a common minimum guideline.,chatgpt,2026-02-28,single,C,
RPR-20,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,ARS GI syndrome,,,general radiography,The GI syndrome occurs at doses approximately above:,1 Gy,2 Gy,6 Gy,50 Gy,C,GI syndrome occurs at high whole-body doses (~6 Gy and above).,chatgpt,2026-02-28,single,C,
RP-20,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,,,fluoro timer,general radiography,The fluoroscopy cumulative timer alerts the operator every:,1 minute,3 minutes,5 minutes,10 minutes,C,Fluoroscopy cumulative timer provides an audible signal at 5-minute intervals.,chatgpt,2026-02-28,single,C,
RP-21,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,filtration,,,general radiography,Increasing filtration will:,Decrease average photon energy,Increase average photon energy,Increase skin dose,Increase scatter only,B,"Filtration removes low-energy photons, increasing average energy.",chatgpt,2026-02-28,single,B,
RPR-21,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,dose units,,,general radiography,The SI unit for absorbed dose is:,Sv,Gy,C/kg,rem,B,Absorbed dose is measured in Gray (Gy).,chatgpt,2026-02-28,single,B,
IA-26,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,geometric unsharpness,,,general radiography,Geometric unsharpness increases with:,Smaller focal spot,Increased SID,Increased OID,Higher kVp,C,Greater OID increases geometric blur.,chatgpt,2026-02-28,single,C,
IA-27,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,DQE,,,general radiography,High detective quantum efficiency (DQE) means:,Higher dose required,Better signal detection at lower dose,Increased noise,Lower spatial resolution,B,"Higher DQE improves efficiency, enabling lower dose for similar image quality.",chatgpt,2026-02-28,single,B,
IA-28,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,dynamic range,,,general radiography,"Digital systems have wide dynamic range, meaning they:",Cannot be overexposed,Can display wide exposure levels,Have low contrast,Eliminate noise,B,Wide dynamic range allows acceptable image appearance across a range of exposures.,chatgpt,2026-02-28,single,B,
IA-29,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,distortion,,,general radiography,Tube angulation without receptor alignment causes:,Size distortion only,Shape distortion,Increased SNR,Higher DQE,B,Improper alignment produces shape distortion.,chatgpt,2026-02-28,single,B,
IA-30,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,grid ratio,,,general radiography,Increasing grid ratio improves contrast but also:,Decreases dose,Requires higher exposure,Eliminates motion,Reduces noise,B,Higher grid ratios require increased exposure (mAs).,chatgpt,2026-02-28,single,B,
IA-31,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,sampling frequency,,,general radiography,"In CR, higher sampling frequency improves:",Contrast,Spatial resolution,Beam quality,SID,B,Higher sampling frequency captures more detail.,chatgpt,2026-02-28,single,B,
IA-32,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,latitude,,,general radiography,Digital imaging latitude refers to:,SID range,kVp range,Acceptable exposure range,Patient size,C,Latitude is the range of exposures that produce acceptable images.,chatgpt,2026-02-28,single,C,
IA-33,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,post-processing,,,general radiography,Adjusting region of interest (ROI) affects:,Patient dose,Image appearance only,Spatial resolution,Scatter production,B,"ROI/post-processing changes appearance, not patient dose.",chatgpt,2026-02-28,single,B,
HSP-18,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,cervical spine,,,,general radiography,Swimmer’s lateral view is performed to visualize:,C1-C2,C3-C4,C7-T1 junction,Dens,C,Swimmer’s view demonstrates the cervicothoracic junction (C7-T1).,chatgpt,2026-02-28,single,C,
HSP-19,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,thoracic spine,,,,general radiography,"For upper thoracic lateral, arms should be:",Down at sides,Elevated,Crossed over chest,Behind back,B,Arms elevated removes humeri from the thoracic spine field.,chatgpt,2026-02-28,single,B,
TA-11,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,abdomen,,,,general radiography,Free intraperitoneal air is best seen on:,Supine,Upright,Prone,AP axial,B,Free air rises under the diaphragm on upright images.,chatgpt,2026-02-28,single,B,
EXT-11,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,AC joint,,,,general radiography,Bilateral AC joint imaging with weights evaluates:,Fracture,Dislocation separation,Glenoid,Clavicle only,B,Weighted AC joints evaluate separation.,chatgpt,2026-02-28,single,B,
EXT-12,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,elbow,,,,general radiography,Radial head-capitulum view requires CR angled:,10° cephalad,45° cephalad,30° cephalad,Perpendicular,B,Radial head-capitulum uses ~45° cephalad angle.,chatgpt,2026-02-28,single,B,
HSP-20,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,sacrum,,,,general radiography,AP axial sacrum requires CR angled:,10° cephalad,15° cephalad,15° caudad,30° caudad,B,AP axial sacrum uses ~15° cephalad angle.,chatgpt,2026-02-28,single,B,
EXT-13,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,femur,,,,general radiography,AP femur requires inclusion of:,Knee only,Hip only,Both hip and knee joints,Tibia only,C,Include the entire femur with both adjacent joints.,chatgpt,2026-02-28,single,C,
HSP-21,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,sinuses,,,,general radiography,Caldwell sinus view demonstrates primarily:,Maxillary,Frontal and ethmoid,Sphenoid,Nasal bones,B,Caldwell view demonstrates frontal and ethmoid sinuses.,chatgpt,2026-02-28,single,B,
EXT-14,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,wrist,,,,general radiography,Tangential carpal canal view demonstrates:,Scaphoid,Pisiform,Hamulus of hamate,Capitate,C,Carpal canal view demonstrates the hamate hook.,chatgpt,2026-02-28,single,C,
HSP-22,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,lumbar spine,,,,general radiography,Lateral lumbar spine requires CR centered at:,L1,L3,L5,Iliac crest,B,Lateral lumbar spine is typically centered at L3.,chatgpt,2026-02-28,single,B,
PC-32,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,nosocomial infection,general radiography,A healthcare-associated infection acquired during hospitalization is referred to as:,Vector-borne infection,Community infection,Nosocomial infection,Reverse isolation,C,Nosocomial infections originate within healthcare settings.,chatgpt,2026-02-28,single,C,
PC-33,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,barium contraindication,general radiography,Barium sulfate is contraindicated in patients with suspected:,GERD,Esophageal varices,Bowel perforation,Hiatal hernia,C,Barium is contraindicated with suspected perforation; use water-soluble contrast.,chatgpt,2026-02-28,single,C,
PC-34,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,battery,general radiography,Performing a procedure without patient consent may legally be considered:,Negligence,Malpractice,Battery,Assault only,C,Battery is unauthorized physical contact without consent.,chatgpt,2026-02-28,single,C,
PC-35,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,2,,,,pediatric communication,general radiography,"When imaging a young child, the most effective communication technique is to:",Use medical terminology,Speak to parent only,"Use simple, reassuring language",Provide no explanation,C,Age-appropriate communication reduces anxiety and improves cooperation.,chatgpt,2026-02-28,single,C,
PC-36,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,vasovagal,general radiography,"Pallor, bradycardia, and hypotension during venipuncture most likely indicate:",Anaphylaxis,Vasovagal reaction,Hyperglycemia,Stroke,B,"Vasovagal reactions commonly cause pallor, bradycardia, and hypotension.",chatgpt,2026-02-28,single,B,
PC-37,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,2,,,,oxygen delivery,general radiography,A nasal cannula typically delivers oxygen at a maximum flow rate of approximately:,2 L/min,4 L/min,6 L/min,10 L/min,C,Nasal cannula typically ranges 1–6 L/min.,chatgpt,2026-02-28,single,C,
RPR-22,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,2,,mAs,,,general radiography,Increasing mAs primarily affects beam:,Quality,Quantity,Wavelength,Frequency,B,mAs controls the number of photons produced (beam quantity).,chatgpt,2026-02-28,single,B,
RPR-23,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,frequency,,,general radiography,Increasing photon frequency results in:,Lower energy,Higher energy,Shorter wavelength increase,Increased scatter only,B,Energy is directly proportional to frequency.,chatgpt,2026-02-28,single,B,
RP-22,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,,,gonadal shielding,general radiography,Gonadal shielding is most appropriate when the gonads are:,Within 5 cm of primary beam,20 cm from beam,Not in field,Above diaphragm,A,Shielding may be used when gonads are close to the primary beam and will not obscure anatomy.,chatgpt,2026-02-28,single,A,
RP-23,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,,,public dose limit,general radiography,Annual effective dose limit for the general public is approximately:,1 mSv,5 mSv,10 mSv,50 mSv,A,Public annual effective dose limit is 1 mSv.,chatgpt,2026-02-28,single,A,
RPR-24,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,cell cycle,,,general radiography,Cells are most radiosensitive during which phase?,S phase,G1 phase,M phase,G0 phase,C,Cells are most radiosensitive during mitosis (M phase).,chatgpt,2026-02-28,single,C,
RP-24,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,,,fluoro magnification,general radiography,Activating magnification mode during fluoroscopy will:,Decrease dose,Increase dose,Reduce brightness,Reduce SID,B,Magnification mode increases dose rate.,chatgpt,2026-02-28,single,B,
RP-25,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,,,collimation,general radiography,Proper collimation reduces patient dose by:,Increasing HVL,Limiting exposed tissue,Increasing kVp,Increasing mAs,B,Collimation reduces exposed tissue volume and scatter.,chatgpt,2026-02-28,single,B,
RPR-25,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,remnant radiation,,,general radiography,Remnant radiation refers to photons that:,Exit the tube housing,Interact with collimator,Exit the patient and reach detector,Scatter toward technologist only,C,Remnant radiation is the exiting beam that forms the image.,chatgpt,2026-02-28,single,C,
IA-34,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,kVp contrast,,,general radiography,Reducing kVp while maintaining mAs will generally:,Decrease contrast,Increase contrast,Increase penetration,Decrease dose only,B,Lower kVp increases radiographic contrast.,chatgpt,2026-02-28,single,B,
IA-35,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,SID magnification,,,general radiography,Increasing SID reduces magnification because it:,Reduces beam intensity,Increases photon energy,Decreases beam divergence effect,Reduces OID,C,"Greater SID reduces divergence at receptor, reducing magnification.",chatgpt,2026-02-28,single,C,
IA-36,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,grid cutoff,,,general radiography,Off-center grid alignment causes:,Uniform density,Partial cutoff,Increased contrast,Increased DQE,B,Off-center alignment can produce grid cutoff.,chatgpt,2026-02-28,single,B,
IA-37,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,bit depth,,,general radiography,A 12-bit system can display how many gray levels?,256,1024,2048,4096,D,2^12 = 4096 grayscale levels.,chatgpt,2026-02-28,single,D,
IA-38,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,SNR,,,general radiography,Increasing photon quantity improves SNR because it:,Reduces geometric blur,Reduces quantum noise,Increases contrast,Eliminates scatter,B,More photons reduce quantum noise and improve SNR.,chatgpt,2026-02-28,single,B,
IA-39,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,filtration,,,general radiography,Increasing filtration while keeping mAs constant will:,Increase skin dose,Decrease skin dose,Increase contrast,Increase magnification,B,Filtration removes low-energy photons that add skin dose.,chatgpt,2026-02-28,single,B,
IA-40,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,artifact,,,general radiography,Excessive collimation that cuts off anatomy is an example of:,Exposure error,Grid cutoff,Improper centering,Artifact,D,Collimation that excludes anatomy is an imaging artifact and unacceptable practice.,chatgpt,2026-02-28,single,D,
EQ-06,1,draft,RAD_2022_Jan,Image Production,Equipment Operation and Quality Assurance,3,,calibration,,,general radiography,Flat-field calibration in DR primarily corrects for:,Motion,Dead pixels and detector uniformity,Scatter,kVp fluctuation,B,Flat-field calibration corrects detector non-uniformity and pixel defects.,chatgpt,2026-02-28,single,B,
HSP-23,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,odontoid,,,,general radiography,"For AP open-mouth view, what must be aligned with skull base?",Occlusal plane,Mastoid tips,Upper incisors,External auditory meatus,A,Align the occlusal plane to avoid superimposition of dens by skull base.,chatgpt,2026-02-28,single,A,
HSP-24,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,thoracic spine,,,,general radiography,AP thoracic spine is centered at approximately:,T3,T5,T7,T10,C,T7 corresponds to the inferior angle of the scapula.,chatgpt,2026-02-28,single,C,
TA-12,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,abdomen,,,,general radiography,"To demonstrate left free intraperitoneal air in a patient unable to stand, perform:",Right lateral decubitus,Left lateral decubitus,Supine,Prone,A,Right lateral decubitus places left side up; free air rises and is seen under left abdominal wall.,chatgpt,2026-02-28,single,A,
TA-13,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,ribs,,,,general radiography,"For right anterior ribs, exposure should be made on:",Inspiration,Expiration,Both phases,Breath hold random,B,Anterior ribs are best demonstrated on expiration.,chatgpt,2026-02-28,single,B,
EXT-15,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,shoulder,,,,general radiography,Neer method is used to demonstrate:,Glenoid fossa,AC joint,Supraspinatus outlet,Humeral head,C,Neer demonstrates supraspinatus outlet for impingement evaluation.,chatgpt,2026-02-28,single,C,
EXT-16,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,knee,,,,general radiography,Camp Coventry method requires CR angled approximately:,10° caudad,40–50° caudad,45° cephalad,Perpendicular,B,Camp Coventry uses 40–50° caudad angle for intercondylar fossa.,chatgpt,2026-02-28,single,B,
HSP-25,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,coccyx,,,,general radiography,AP axial coccyx requires CR angled:,10° cephalad,10° caudad,30° cephalad,45° caudad,B,Coccyx AP axial uses ~10° caudad angle.,chatgpt,2026-02-28,single,B,
EXT-17,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,hip,,,,general radiography,Axiolateral inferosuperior (Clements-Nakayama) view is used for:,Non-trauma hip,Trauma hip,SI joints,Acetabulum,B,Clements-Nakayama is used for trauma hip without moving the limb.,chatgpt,2026-02-28,single,B,
